,filename,input,dict,metric,value
490,FY-02-1030,phone,g2p,cer,0.3294117748737335
491,FY-02-342,phone,g2p,cer,0.1764705926179886
492,FY-02-2345,phone,g2p,cer,0.2142857164144516
493,FY-02-1533,phone,g2p,cer,0.1636363565921783
494,FY-02-1126,phone,g2p,cer,0.1219512224197387
495,FY-02-238,phone,g2p,cer,0.2162162214517593
496,FY-02-1220,phone,g2p,cer,0.2738095223903656
497,FY-02-2228,phone,g2p,cer,0.1935483813285827
498,FY-02-201,phone,g2p,cer,0.2195121943950653
499,FY-02-3326,phone,g2p,cer,0.3424657583236694
500,FY-02-2515,phone,real,cer,0.233333334326744
501,FY-02-711,phone,real,cer,0.1855670064687729
502,FY-02-1429,phone,real,cer,0.2132352888584137
503,FY-02-1338,phone,real,cer,0.2769230902194977
504,FY-02-1937,phone,real,cer,0.1818181872367859
505,FY-02-2678,phone,real,cer,0.2843137383460998
506,FY-02-2851,phone,real,cer,0.3185185194015503
507,FY-02-2016,phone,real,cer,0.2222222238779068
508,FY-02-510,phone,real,cer,0.1875
509,FY-02-474,phone,real,cer,0.251908391714096
510,FY-02-2509,phone,real,cer,0.3571428656578064
511,FY-02-1726,phone,real,cer,0.1566265076398849
512,FY-02-962,phone,real,cer,0.3362068831920624
513,FY-02-2853,phone,real,cer,0.0843373462557792
514,FY-02-543,phone,real,cer,0.2982456088066101
515,FY-02-1501,phone,real,cer,0.2479999959468841
516,FY-02-2208,phone,real,cer,0.2481751888990402
517,FY-02-857,phone,real,cer,0.2988505661487579
518,FY-02-2499,phone,real,cer,0.1770833283662796
519,FY-02-684,phone,real,cer,0.2588235437870025
520,FY-02-261,phone,real,cer,0.4268292784690857
521,FY-02-1092,phone,real,cer,0.2474226802587509
522,FY-02-365,phone,real,cer,0.2266666740179062
523,FY-02-905,phone,real,cer,0.2954545319080353
524,FY-02-3075,phone,real,cer,0.2884615361690521
525,FY-02-519,phone,real,cer,0.2936508059501648
526,FY-02-68,phone,real,cer,0.1588785052299499
527,FY-02-2616,phone,real,cer,0.3030303120613098
528,FY-02-1222,phone,real,cer,0.3333333432674408
529,FY-02-2384,phone,real,cer,0.1428571492433548
530,FY-02-2162,phone,real,cer,0.3833333253860473
531,FY-02-1888,phone,real,cer,0.3137255012989044
532,FY-02-1093,phone,real,cer,0.1969697028398513
533,FY-02-456,phone,real,cer,0.2051282078027725
534,FY-02-3037,phone,real,cer,0.251968502998352
535,FY-02-3211,phone,real,cer,0.3309352397918701
536,FY-02-1372,phone,real,cer,0.2937062978744507
537,FY-02-3288,phone,real,cer,0.2105263173580169
538,FY-02-24,phone,real,cer,0.3846153914928436
539,FY-02-2327,phone,real,cer,0.2843137383460998
540,FY-02-2573,phone,real,cer,0.2771084308624267
541,FY-02-1253,phone,real,cer,0.2131147533655166
542,FY-02-803,phone,real,cer,0.2935779690742492
543,FY-02-2069,phone,real,cer,0.3424657583236694
544,FY-02-2773,phone,real,cer,0.3529411852359772
545,FY-02-3192,phone,real,cer,0.1818181872367859
546,FY-02-3364,phone,real,cer,0.2991453111171722
547,FY-02-2337,phone,real,cer,0.2534246444702148
548,FY-02-241,phone,real,cer,0.0625
549,FY-02-571,phone,real,cer,0.1911764740943908
550,FY-02-2574,phone,real,cer,0.1627907007932663
551,FY-02-284,phone,real,cer,0.1797752827405929
552,FY-02-1563,phone,real,cer,0.2566371560096741
553,FY-02-599,phone,real,cer,0.2345678955316543
554,FY-02-2876,phone,real,cer,0.2666666805744171
555,FY-02-1529,phone,real,cer,0.5
556,FY-02-3026,phone,real,cer,0.3030303120613098
557,FY-02-2769,phone,real,cer,0.4347825944423675
558,FY-02-1256,phone,real,cer,0.2307692319154739
559,FY-02-2508,phone,real,cer,0.2000000029802322
560,FY-02-3349,phone,real,cer,0.2043010741472244
561,FY-02-3295,phone,real,cer,0.1818181872367859
562,FY-02-2200,phone,real,cer,0.1283783763647079
563,FY-02-521,phone,real,cer,0.2987012863159179
564,FY-02-382,phone,real,cer,0.1650485396385193
565,FY-02-946,phone,real,cer,0.2482758611440658
566,FY-02-1939,phone,real,cer,0.3055555522441864
567,FY-02-1370,phone,real,cer,0.1739130467176437
568,FY-02-642,phone,real,cer,0.3421052694320678
569,FY-02-1556,phone,real,cer,0.3232323229312897
570,FY-02-3320,phone,real,cer,0.3378378450870514
571,FY-02-2719,phone,real,cer,0.3684210479259491
572,FY-02-193,phone,real,cer,0.2871287167072296
573,FY-02-2668,phone,real,cer,0.328947365283966
574,FY-02-1475,phone,real,cer,0.2800000011920929
575,FY-02-1300,phone,real,cer,0.2030075192451477
576,FY-02-1360,phone,real,cer,0.3294117748737335
577,FY-02-896,phone,real,cer,0.625
578,FY-02-3287,phone,real,cer,0.2386363595724105
579,FY-02-3416,phone,real,cer,0.2547169923782348
580,FY-02-2220,phone,real,cer,0.3207547068595886
581,FY-02-1143,phone,real,cer,0.234375
582,FY-02-223,phone,real,cer,0.2678571343421936
583,FY-02-2458,phone,real,cer,0.2307692319154739
584,FY-02-573,phone,real,cer,0.2051282078027725
585,FY-02-2531,phone,real,cer,0.2019230723381042
586,FY-02-2554,phone,real,cer,0.2741935551166534
587,FY-02-1110,phone,real,cer,0.2746478915214538
588,FY-02-929,phone,real,cer,0.2021276652812957
589,FY-02-1299,phone,real,cer,0.2000000029802322
590,FY-02-1030,phone,real,cer,0.2823529541492462
591,FY-02-342,phone,real,cer,0.3529411852359772
592,FY-02-2345,phone,real,cer,0.2142857164144516
593,FY-02-1533,phone,real,cer,0.3363636434078216
594,FY-02-1126,phone,real,cer,0.1585365831851959
595,FY-02-238,phone,real,cer,0.2432432472705841
596,FY-02-1220,phone,real,cer,0.2976190447807312
597,FY-02-2228,phone,real,cer,0.2365591377019882
598,FY-02-201,phone,real,cer,0.3008130192756653
599,FY-02-3326,phone,real,cer,0.3287671208381653
600,FY-02-1030,feature,phonerec,mos,3.1355855
601,FY-02-1092,feature,phonerec,mos,3.822463
602,FY-02-1093,feature,phonerec,mos,2.6605737
603,FY-02-1110,feature,phonerec,mos,2.81142
604,FY-02-1126,feature,phonerec,mos,3.531361
605,FY-02-1143,feature,phonerec,mos,3.0048466
606,FY-02-1220,feature,phonerec,mos,3.432196
607,FY-02-1222,feature,phonerec,mos,2.918192
608,FY-02-1253,feature,phonerec,mos,3.6808038
609,FY-02-1256,feature,phonerec,mos,3.9721136
610,FY-02-1299,feature,phonerec,mos,3.3057761
611,FY-02-1300,feature,phonerec,mos,2.9059398
612,FY-02-1338,feature,phonerec,mos,3.835037
613,FY-02-1360,feature,phonerec,mos,2.9317927
614,FY-02-1370,feature,phonerec,mos,4.0021434
615,FY-02-1372,feature,phonerec,mos,2.9741464
616,FY-02-1429,feature,phonerec,mos,2.747638
617,FY-02-1475,feature,phonerec,mos,2.9088671
618,FY-02-1501,feature,phonerec,mos,3.4850583
619,FY-02-1529,feature,phonerec,mos,2.7729154
620,FY-02-1533,feature,phonerec,mos,3.2217755
621,FY-02-1556,feature,phonerec,mos,2.2223125
622,FY-02-1563,feature,phonerec,mos,3.7263153
623,FY-02-1726,feature,phonerec,mos,3.3422518
624,FY-02-1888,feature,phonerec,mos,2.7040582
625,FY-02-193,feature,phonerec,mos,3.2922962
626,FY-02-1937,feature,phonerec,mos,3.9198174
627,FY-02-1939,feature,phonerec,mos,2.5145862
628,FY-02-201,feature,phonerec,mos,3.532589
629,FY-02-2016,feature,phonerec,mos,3.3453472
630,FY-02-2069,feature,phonerec,mos,2.7432995
631,FY-02-2162,feature,phonerec,mos,3.6390905
632,FY-02-2200,feature,phonerec,mos,3.4463584
633,FY-02-2208,feature,phonerec,mos,3.715657
634,FY-02-2220,feature,phonerec,mos,2.9720044
635,FY-02-2228,feature,phonerec,mos,2.602378
636,FY-02-223,feature,phonerec,mos,2.9087205
637,FY-02-2327,feature,phonerec,mos,4.0113006
638,FY-02-2337,feature,phonerec,mos,2.690239
639,FY-02-2345,feature,phonerec,mos,3.4901392
640,FY-02-238,feature,phonerec,mos,2.7651434
641,FY-02-2384,feature,phonerec,mos,2.4846678
642,FY-02-24,feature,phonerec,mos,2.4557948
643,FY-02-241,feature,phonerec,mos,3.8361895
644,FY-02-2458,feature,phonerec,mos,2.4989338
645,FY-02-2499,feature,phonerec,mos,2.9630024
646,FY-02-2508,feature,phonerec,mos,2.854638
647,FY-02-2509,feature,phonerec,mos,2.8912044
648,FY-02-2515,feature,phonerec,mos,3.2563229
649,FY-02-2531,feature,phonerec,mos,3.320866
650,FY-02-2554,feature,phonerec,mos,2.2119052
651,FY-02-2573,feature,phonerec,mos,3.068322
652,FY-02-2574,feature,phonerec,mos,2.7803245
653,FY-02-261,feature,phonerec,mos,2.2853067
654,FY-02-2616,feature,phonerec,mos,2.8044243
655,FY-02-2668,feature,phonerec,mos,2.9757218
656,FY-02-2678,feature,phonerec,mos,2.771096
657,FY-02-2719,feature,phonerec,mos,3.4062834
658,FY-02-2769,feature,phonerec,mos,2.7514262
659,FY-02-2773,feature,phonerec,mos,3.1626563
660,FY-02-284,feature,phonerec,mos,3.0901809
661,FY-02-2851,feature,phonerec,mos,3.0881164
662,FY-02-2853,feature,phonerec,mos,3.1208057
663,FY-02-2876,feature,phonerec,mos,3.7236922
664,FY-02-3026,feature,phonerec,mos,3.2412646
665,FY-02-3037,feature,phonerec,mos,2.4373372
666,FY-02-3075,feature,phonerec,mos,3.7230244
667,FY-02-3192,feature,phonerec,mos,2.7693267
668,FY-02-3211,feature,phonerec,mos,3.7203705
669,FY-02-3287,feature,phonerec,mos,3.6598964
670,FY-02-3288,feature,phonerec,mos,3.7413347
671,FY-02-3295,feature,phonerec,mos,3.9167154
672,FY-02-3320,feature,phonerec,mos,2.7952383
673,FY-02-3326,feature,phonerec,mos,3.0569901
674,FY-02-3349,feature,phonerec,mos,3.3666577
675,FY-02-3364,feature,phonerec,mos,2.4434397
676,FY-02-3416,feature,phonerec,mos,2.5923305
677,FY-02-342,feature,phonerec,mos,3.641381
678,FY-02-365,feature,phonerec,mos,2.975533
679,FY-02-382,feature,phonerec,mos,2.9964542
680,FY-02-456,feature,phonerec,mos,3.6528018
681,FY-02-474,feature,phonerec,mos,2.8135858
682,FY-02-510,feature,phonerec,mos,2.9931514
683,FY-02-519,feature,phonerec,mos,2.9768145
684,FY-02-521,feature,phonerec,mos,2.7244422
685,FY-02-543,feature,phonerec,mos,3.0262208
686,FY-02-571,feature,phonerec,mos,2.7404497
687,FY-02-573,feature,phonerec,mos,2.7919276
688,FY-02-599,feature,phonerec,mos,2.8606868
689,FY-02-642,feature,phonerec,mos,3.571049
690,FY-02-68,feature,phonerec,mos,2.9072328
691,FY-02-684,feature,phonerec,mos,3.3478577
692,FY-02-711,feature,phonerec,mos,2.474929
693,FY-02-803,feature,phonerec,mos,3.4940681
694,FY-02-857,feature,phonerec,mos,3.6603823
695,FY-02-896,feature,phonerec,mos,2.3580801
696,FY-02-905,feature,phonerec,mos,3.4539154
697,FY-02-929,feature,phonerec,mos,3.4460604
698,FY-02-946,feature,phonerec,mos,3.4873261
699,FY-02-962,feature,phonerec,mos,3.2557642
700,FY-02-1030,feature,g2p,mos,3.3252182
701,FY-02-1092,feature,g2p,mos,3.7198799
702,FY-02-1093,feature,g2p,mos,4.2267356
703,FY-02-1110,feature,g2p,mos,3.0150886
704,FY-02-1126,feature,g2p,mos,4.2427177
705,FY-02-1143,feature,g2p,mos,3.9481802
706,FY-02-1220,feature,g2p,mos,3.9400465
707,FY-02-1222,feature,g2p,mos,4.1290555
708,FY-02-1253,feature,g2p,mos,4.183376
709,FY-02-1256,feature,g2p,mos,3.9331172
710,FY-02-1299,feature,g2p,mos,3.8856337
711,FY-02-1300,feature,g2p,mos,3.0954387
712,FY-02-1338,feature,g2p,mos,4.136424
713,FY-02-1360,feature,g2p,mos,2.822813
714,FY-02-1370,feature,g2p,mos,3.7280822
715,FY-02-1372,feature,g2p,mos,3.0120406
716,FY-02-1429,feature,g2p,mos,3.248889
717,FY-02-1475,feature,g2p,mos,3.3539414
718,FY-02-1501,feature,g2p,mos,4.0643888
719,FY-02-1529,feature,g2p,mos,3.6068292
720,FY-02-1533,feature,g2p,mos,3.7512655
721,FY-02-1556,feature,g2p,mos,2.6995602
722,FY-02-1563,feature,g2p,mos,3.1376185
723,FY-02-1726,feature,g2p,mos,4.0521803
724,FY-02-1888,feature,g2p,mos,3.7159443
725,FY-02-193,feature,g2p,mos,3.7625067
726,FY-02-1937,feature,g2p,mos,3.9911833
727,FY-02-1939,feature,g2p,mos,4.207316
728,FY-02-201,feature,g2p,mos,3.308369
729,FY-02-2016,feature,g2p,mos,3.875992
730,FY-02-2069,feature,g2p,mos,3.292179
731,FY-02-2162,feature,g2p,mos,3.33401
732,FY-02-2200,feature,g2p,mos,4.006052
733,FY-02-2208,feature,g2p,mos,4.1689878
734,FY-02-2220,feature,g2p,mos,4.1174006
735,FY-02-2228,feature,g2p,mos,3.8998284
736,FY-02-223,feature,g2p,mos,4.0200324
737,FY-02-2327,feature,g2p,mos,3.912334
738,FY-02-2337,feature,g2p,mos,3.0850232
739,FY-02-2345,feature,g2p,mos,4.053494
740,FY-02-238,feature,g2p,mos,4.1137953
741,FY-02-2384,feature,g2p,mos,3.2177699
742,FY-02-24,feature,g2p,mos,3.6285918
743,FY-02-241,feature,g2p,mos,4.2076054
744,FY-02-2458,feature,g2p,mos,3.9417436
745,FY-02-2499,feature,g2p,mos,2.9632678
746,FY-02-2508,feature,g2p,mos,3.941737
747,FY-02-2509,feature,g2p,mos,3.3960807
748,FY-02-2515,feature,g2p,mos,3.927313
749,FY-02-2531,feature,g2p,mos,3.2350225
750,FY-02-2554,feature,g2p,mos,3.889449
751,FY-02-2573,feature,g2p,mos,3.1293063
752,FY-02-2574,feature,g2p,mos,3.439797
753,FY-02-261,feature,g2p,mos,3.8335536
754,FY-02-2616,feature,g2p,mos,3.814287
755,FY-02-2668,feature,g2p,mos,3.7298737
756,FY-02-2678,feature,g2p,mos,3.3042333
757,FY-02-2719,feature,g2p,mos,3.0330625
758,FY-02-2769,feature,g2p,mos,3.3817432
759,FY-02-2773,feature,g2p,mos,3.6705942
760,FY-02-284,feature,g2p,mos,3.7994506
761,FY-02-2851,feature,g2p,mos,3.1352317
762,FY-02-2853,feature,g2p,mos,3.5019448
763,FY-02-2876,feature,g2p,mos,3.3084528
764,FY-02-3026,feature,g2p,mos,4.211799
765,FY-02-3037,feature,g2p,mos,3.1181073
766,FY-02-3075,feature,g2p,mos,3.3828523
767,FY-02-3192,feature,g2p,mos,3.5912101
768,FY-02-3211,feature,g2p,mos,3.5249784
769,FY-02-3287,feature,g2p,mos,3.7245398
770,FY-02-3288,feature,g2p,mos,3.1316295
771,FY-02-3295,feature,g2p,mos,4.0460715
772,FY-02-3320,feature,g2p,mos,3.8365002
773,FY-02-3326,feature,g2p,mos,4.0206623
774,FY-02-3349,feature,g2p,mos,3.8606434
775,FY-02-3364,feature,g2p,mos,3.6080952
776,FY-02-3416,feature,g2p,mos,3.8350081
777,FY-02-342,feature,g2p,mos,4.0639257
778,FY-02-365,feature,g2p,mos,3.7000768
779,FY-02-382,feature,g2p,mos,3.5034146
780,FY-02-456,feature,g2p,mos,3.8445866
781,FY-02-474,feature,g2p,mos,3.9369738
782,FY-02-510,feature,g2p,mos,3.6010714
783,FY-02-519,feature,g2p,mos,3.2951581
784,FY-02-521,feature,g2p,mos,4.0531363
785,FY-02-543,feature,g2p,mos,3.490901
786,FY-02-571,feature,g2p,mos,3.2032342
787,FY-02-573,feature,g2p,mos,3.5381784
788,FY-02-599,feature,g2p,mos,3.3745947
789,FY-02-642,feature,g2p,mos,4.085162
790,FY-02-68,feature,g2p,mos,3.4938495
791,FY-02-684,feature,g2p,mos,3.830174
792,FY-02-711,feature,g2p,mos,3.0725243
793,FY-02-803,feature,g2p,mos,3.836496
794,FY-02-857,feature,g2p,mos,3.977864
795,FY-02-896,feature,g2p,mos,2.6804166
796,FY-02-905,feature,g2p,mos,3.6963944
797,FY-02-929,feature,g2p,mos,3.9241765
798,FY-02-946,feature,g2p,mos,3.867825
799,FY-02-962,feature,g2p,mos,3.2693563
800,FY-02-1030,feature,real,mos,3.1858659
801,FY-02-1092,feature,real,mos,3.7734833
802,FY-02-1093,feature,real,mos,3.9215336
803,FY-02-1110,feature,real,mos,3.5490978
804,FY-02-1126,feature,real,mos,4.252177
805,FY-02-1143,feature,real,mos,3.370756
806,FY-02-1220,feature,real,mos,3.5754519
807,FY-02-1222,feature,real,mos,3.1398034
808,FY-02-1253,feature,real,mos,3.8820155
809,FY-02-1256,feature,real,mos,4.0576477
810,FY-02-1299,feature,real,mos,3.2661297
811,FY-02-1300,feature,real,mos,3.3454213
812,FY-02-1338,feature,real,mos,4.1772604
813,FY-02-1360,feature,real,mos,2.3455086
814,FY-02-1370,feature,real,mos,4.1671863
815,FY-02-1372,feature,real,mos,3.535638
816,FY-02-1429,feature,real,mos,3.4027898
817,FY-02-1475,feature,real,mos,3.6859918
818,FY-02-1501,feature,real,mos,4.0859504
819,FY-02-1529,feature,real,mos,3.6347053
820,FY-02-1533,feature,real,mos,3.529194
821,FY-02-1556,feature,real,mos,3.1861482
822,FY-02-1563,feature,real,mos,3.5195808
823,FY-02-1726,feature,real,mos,4.2231216
824,FY-02-1888,feature,real,mos,3.3372254
825,FY-02-193,feature,real,mos,3.6932695
826,FY-02-1937,feature,real,mos,4.177079
827,FY-02-1939,feature,real,mos,3.7887602
828,FY-02-201,feature,real,mos,3.6129591
829,FY-02-2016,feature,real,mos,4.205665
830,FY-02-2069,feature,real,mos,3.2351255
831,FY-02-2162,feature,real,mos,3.8570986
832,FY-02-2200,feature,real,mos,4.0427923
833,FY-02-2208,feature,real,mos,3.999723
834,FY-02-2220,feature,real,mos,4.129996
835,FY-02-2228,feature,real,mos,3.1545706
836,FY-02-223,feature,real,mos,3.5150614
837,FY-02-2327,feature,real,mos,4.048583
838,FY-02-2337,feature,real,mos,3.1390965
839,FY-02-2345,feature,real,mos,3.7994983
840,FY-02-238,feature,real,mos,3.9073892
841,FY-02-2384,feature,real,mos,3.0708976
842,FY-02-24,feature,real,mos,3.3648062
843,FY-02-241,feature,real,mos,4.2148485
844,FY-02-2458,feature,real,mos,3.5423846
845,FY-02-2499,feature,real,mos,3.3373277
846,FY-02-2508,feature,real,mos,3.1467915
847,FY-02-2509,feature,real,mos,3.1889098
848,FY-02-2515,feature,real,mos,3.8229795
849,FY-02-2531,feature,real,mos,3.921125
850,FY-02-2554,feature,real,mos,3.4526646
851,FY-02-2573,feature,real,mos,2.776478
852,FY-02-2574,feature,real,mos,3.6835713
853,FY-02-261,feature,real,mos,2.9040105
854,FY-02-2616,feature,real,mos,3.6086903
855,FY-02-2668,feature,real,mos,3.975143
856,FY-02-2678,feature,real,mos,3.9405038
857,FY-02-2719,feature,real,mos,3.6109276
858,FY-02-2769,feature,real,mos,3.581345
859,FY-02-2773,feature,real,mos,3.8673227
860,FY-02-284,feature,real,mos,3.9926562
861,FY-02-2851,feature,real,mos,3.2821279
862,FY-02-2853,feature,real,mos,3.9610703
863,FY-02-2876,feature,real,mos,3.8403647
864,FY-02-3026,feature,real,mos,4.279924
865,FY-02-3037,feature,real,mos,3.2321885
866,FY-02-3075,feature,real,mos,3.723037
867,FY-02-3192,feature,real,mos,3.4380872
868,FY-02-3211,feature,real,mos,4.027391
869,FY-02-3287,feature,real,mos,3.940882
870,FY-02-3288,feature,real,mos,4.025987
871,FY-02-3295,feature,real,mos,4.0854087
872,FY-02-3320,feature,real,mos,2.7959926
873,FY-02-3326,feature,real,mos,4.0603004
874,FY-02-3349,feature,real,mos,4.1170163
875,FY-02-3364,feature,real,mos,2.8614383
876,FY-02-3416,feature,real,mos,3.8793383
877,FY-02-342,feature,real,mos,3.803141
878,FY-02-365,feature,real,mos,3.8369982
879,FY-02-382,feature,real,mos,3.2246354
880,FY-02-456,feature,real,mos,4.00982
881,FY-02-474,feature,real,mos,3.9723136
882,FY-02-510,feature,real,mos,3.837422
883,FY-02-519,feature,real,mos,3.191853
884,FY-02-521,feature,real,mos,3.474866
885,FY-02-543,feature,real,mos,3.8651414
886,FY-02-571,feature,real,mos,3.9226453
887,FY-02-573,feature,real,mos,4.0338764
888,FY-02-599,feature,real,mos,3.2227035
889,FY-02-642,feature,real,mos,3.5549722
890,FY-02-68,feature,real,mos,3.9089441
891,FY-02-684,feature,real,mos,3.8666203
892,FY-02-711,feature,real,mos,3.8902166
893,FY-02-803,feature,real,mos,3.515966
894,FY-02-857,feature,real,mos,4.149265
895,FY-02-896,feature,real,mos,3.4101462
896,FY-02-905,feature,real,mos,3.1564217
897,FY-02-929,feature,real,mos,4.2503858
898,FY-02-946,feature,real,mos,3.9947002
899,FY-02-962,feature,real,mos,3.7783988
900,FY-02-1030,phone,phonerec,mos,2.6613343
901,FY-02-1092,phone,phonerec,mos,2.392517
902,FY-02-1093,phone,phonerec,mos,2.3599362
903,FY-02-1110,phone,phonerec,mos,2.7630138
904,FY-02-1126,phone,phonerec,mos,3.407476
905,FY-02-1143,phone,phonerec,mos,3.4540682
906,FY-02-1220,phone,phonerec,mos,3.1172757
907,FY-02-1222,phone,phonerec,mos,2.7283225
908,FY-02-1253,phone,phonerec,mos,3.2401383
909,FY-02-1256,phone,phonerec,mos,2.5971093
910,FY-02-1299,phone,phonerec,mos,3.2513614
911,FY-02-1300,phone,phonerec,mos,2.4951158
912,FY-02-1338,phone,phonerec,mos,3.0658205
913,FY-02-1360,phone,phonerec,mos,2.2961779
914,FY-02-1370,phone,phonerec,mos,4.006688
915,FY-02-1372,phone,phonerec,mos,2.1101575
916,FY-02-1429,phone,phonerec,mos,2.4608238
917,FY-02-1475,phone,phonerec,mos,3.51823
918,FY-02-1501,phone,phonerec,mos,2.5086546
919,FY-02-1529,phone,phonerec,mos,2.2276025
920,FY-02-1533,phone,phonerec,mos,3.1822577
921,FY-02-1556,phone,phonerec,mos,2.4394996
922,FY-02-1563,phone,phonerec,mos,2.939648
923,FY-02-1726,phone,phonerec,mos,3.043397
924,FY-02-1888,phone,phonerec,mos,2.2367177
925,FY-02-193,phone,phonerec,mos,3.2551107
926,FY-02-1937,phone,phonerec,mos,3.8088326
927,FY-02-1939,phone,phonerec,mos,3.2467444
928,FY-02-201,phone,phonerec,mos,2.455432
929,FY-02-2016,phone,phonerec,mos,2.7396798
930,FY-02-2069,phone,phonerec,mos,3.3129725
931,FY-02-2162,phone,phonerec,mos,2.6876638
932,FY-02-2200,phone,phonerec,mos,3.0788245
933,FY-02-2208,phone,phonerec,mos,2.8066216
934,FY-02-2220,phone,phonerec,mos,2.6615565
935,FY-02-2228,phone,phonerec,mos,2.7677412
936,FY-02-223,phone,phonerec,mos,2.3334758
937,FY-02-2327,phone,phonerec,mos,2.615926
938,FY-02-2337,phone,phonerec,mos,2.4819903
939,FY-02-2345,phone,phonerec,mos,3.6332052
940,FY-02-238,phone,phonerec,mos,2.40526
941,FY-02-2384,phone,phonerec,mos,1.9588377
942,FY-02-24,phone,phonerec,mos,2.467785
943,FY-02-241,phone,phonerec,mos,2.5594697
944,FY-02-2458,phone,phonerec,mos,2.555063
945,FY-02-2499,phone,phonerec,mos,2.797407
946,FY-02-2508,phone,phonerec,mos,2.8238618
947,FY-02-2509,phone,phonerec,mos,2.1540916
948,FY-02-2515,phone,phonerec,mos,2.9687138
949,FY-02-2531,phone,phonerec,mos,2.379272
950,FY-02-2554,phone,phonerec,mos,2.4192214
951,FY-02-2573,phone,phonerec,mos,2.4723842
952,FY-02-2574,phone,phonerec,mos,2.9586427
953,FY-02-261,phone,phonerec,mos,2.9493186
954,FY-02-2616,phone,phonerec,mos,2.456825
955,FY-02-2668,phone,phonerec,mos,2.765897
956,FY-02-2678,phone,phonerec,mos,2.252101
957,FY-02-2719,phone,phonerec,mos,2.8647487
958,FY-02-2769,phone,phonerec,mos,2.6736655
959,FY-02-2773,phone,phonerec,mos,3.0640767
960,FY-02-284,phone,phonerec,mos,2.8002064
961,FY-02-2851,phone,phonerec,mos,2.3276625
962,FY-02-2853,phone,phonerec,mos,2.5921645
963,FY-02-2876,phone,phonerec,mos,2.2006145
964,FY-02-3026,phone,phonerec,mos,3.172921
965,FY-02-3037,phone,phonerec,mos,2.315287
966,FY-02-3075,phone,phonerec,mos,3.3647532
967,FY-02-3192,phone,phonerec,mos,2.697459
968,FY-02-3211,phone,phonerec,mos,2.271631
969,FY-02-3287,phone,phonerec,mos,2.5726829
970,FY-02-3288,phone,phonerec,mos,3.395554
971,FY-02-3295,phone,phonerec,mos,2.4445636
972,FY-02-3320,phone,phonerec,mos,2.4519947
973,FY-02-3326,phone,phonerec,mos,3.1058617
974,FY-02-3349,phone,phonerec,mos,3.0031517
975,FY-02-3364,phone,phonerec,mos,2.479739
976,FY-02-3416,phone,phonerec,mos,3.1743195
977,FY-02-342,phone,phonerec,mos,2.7863328
978,FY-02-365,phone,phonerec,mos,2.5000744
979,FY-02-382,phone,phonerec,mos,2.596662
980,FY-02-456,phone,phonerec,mos,2.972384
981,FY-02-474,phone,phonerec,mos,2.8571079
982,FY-02-510,phone,phonerec,mos,2.4183547
983,FY-02-519,phone,phonerec,mos,3.4964187
984,FY-02-521,phone,phonerec,mos,3.1178591
985,FY-02-543,phone,phonerec,mos,3.274191
986,FY-02-571,phone,phonerec,mos,2.5863235
987,FY-02-573,phone,phonerec,mos,3.3374882
988,FY-02-599,phone,phonerec,mos,3.536735
989,FY-02-642,phone,phonerec,mos,2.7996204
990,FY-02-68,phone,phonerec,mos,2.9794307
991,FY-02-684,phone,phonerec,mos,2.7006679
992,FY-02-711,phone,phonerec,mos,2.6723187
993,FY-02-803,phone,phonerec,mos,3.1511202
994,FY-02-857,phone,phonerec,mos,3.0039258
995,FY-02-896,phone,phonerec,mos,3.2018921
996,FY-02-905,phone,phonerec,mos,3.1972876
997,FY-02-929,phone,phonerec,mos,2.9017715
998,FY-02-946,phone,phonerec,mos,2.5926569
999,FY-02-962,phone,phonerec,mos,2.7447507
1000,FY-02-1030,phone,g2p,mos,2.4008772
1001,FY-02-1092,phone,g2p,mos,2.9914272
1002,FY-02-1093,phone,g2p,mos,2.1813166
1003,FY-02-1110,phone,g2p,mos,2.7275975
1004,FY-02-1126,phone,g2p,mos,3.812455
1005,FY-02-1143,phone,g2p,mos,3.3607736
1006,FY-02-1220,phone,g2p,mos,3.3357463
1007,FY-02-1222,phone,g2p,mos,2.9613466
1008,FY-02-1253,phone,g2p,mos,2.9834027
1009,FY-02-1256,phone,g2p,mos,2.9124873
1010,FY-02-1299,phone,g2p,mos,2.751613
1011,FY-02-1300,phone,g2p,mos,2.8602684
1012,FY-02-1338,phone,g2p,mos,2.4202478
1013,FY-02-1360,phone,g2p,mos,2.3416047
1014,FY-02-1370,phone,g2p,mos,3.4773607
1015,FY-02-1372,phone,g2p,mos,2.1464007
1016,FY-02-1429,phone,g2p,mos,2.3020062
1017,FY-02-1475,phone,g2p,mos,2.8100445
1018,FY-02-1501,phone,g2p,mos,3.003903
1019,FY-02-1529,phone,g2p,mos,2.3150887
1020,FY-02-1533,phone,g2p,mos,2.7093837
1021,FY-02-1556,phone,g2p,mos,2.3660965
1022,FY-02-1563,phone,g2p,mos,2.8460171
1023,FY-02-1726,phone,g2p,mos,3.2613564
1024,FY-02-1888,phone,g2p,mos,2.6098828
1025,FY-02-193,phone,g2p,mos,2.9311194
1026,FY-02-1937,phone,g2p,mos,3.4533389
1027,FY-02-1939,phone,g2p,mos,3.453949
1028,FY-02-201,phone,g2p,mos,3.290271
1029,FY-02-2016,phone,g2p,mos,2.5384042
1030,FY-02-2069,phone,g2p,mos,2.969344
1031,FY-02-2162,phone,g2p,mos,2.7192333
